Titulo,Ano,Duracao,Temporadas,Plataforma,Classificacao Indicativa,IMDb,Rotten Tomatoes,Enredo
"I Draw, You Cook",2018,,,Outra,,,14/100,
Triumph,2016,,,Outra,,,14/100,
Aurora,2010,181 min,186 min,Netflix,12A+,6.5/10,14/100,"42-year-old Viorel, a distraught engineer, takes drastic measures to end his emotional suffering after enduring a devastating divorce."
ESL: Player vs Player,2017,23 min,,Outra,,8.2/10,14/100,"Gazef challenges Ains to a duel that is impossible to win and Ains decides to accept. The battle will soon come to an end and the fate of E-Rantel will be decided. Even amongst the bloodshed, Gazef and Ains both hold the other in deep respect."
BabyFirst Nursery Songs,2015,3 min,1 Seasons,Outra,,,14/100,
Legendary Catch,2019,,,Outra,,,14/100,
ESL: Defining Moments,2017,,1 Seasons,Outra,,,14/100,
Dick Clark's Primetime New Year's Rockin' Eve,2013,,,Outra,,,14/100,
pocket.watch Ryan Toys Review Ultimate mishmash,2018,,1 Seasons,Outra,,3.4/10,14/100,
El Sexo Débil,2015,,,Outra,,,14/100,
48 Hours with Kygo,2019,,,Outra,,,14/100,
Talks at GS,2017,,,Outra,,,14/100,
Magic Eye Shark Movie,2013,,1 Seasons,Outra,,,14/100,
Blissful Thinking,2017,,,Outra,,,14/100,"Viral video superstar Rob Bliss conducts bold social experiments all over New York City to shine a light on society's most messed up issues: Sex, prejudice, sexism, modern love, mental health and inequality. Comedic commentary, man on the street interviews and his wild public installations show how much more messed up the world is than you ever thought it was. - yet how much potential it has when you get to know your fellow stranger."
The Paley Center,2000,,,Outra,,,13/100,
Mujeres Rompiendo el Silencio,2017,,4 Seasons,Outra,,,13/100,"For more than six decades, first with the tele-teatros and later with the soap operas, the woman was presented in the same container and of the same size: self-sacrificing, silenced, suffered, martyred, surrendered, violated, tortured, deceived, sinful, dissatisfied, villainous, cruel and aggressive. This is a series that addresses issues related to the situation of women in today's society through testimonies and offering guidance."
24 Hours With,2018,,,Outra,,,13/100,
Crime Shock: Asia Exposed,2013,,,Outra,,,13/100,
UFC Ultimate Knockouts,2014,21 min,,Outra,,,13/100,
Thingstarter,2013,,1 Seasons,Outra,,,13/100,"A workplace comedy with reality elements, Thingstarter is about a startup company that develops ridiculous yet plausible products and takes them into the real world to get feedback from real people and experts. Created and Executive Produced by Lucas Klauss, Matt Moskovciak, and Ben Stadler. Executive Produced by Jen Danielson, Ashley Bearden, and Josh Poole for Above Average."
Derek Does Stuff with a Friend,2016,,,Outra,,,13/100,
Food Fetish,2011,22 min,2 Seasons,Outra,,,13/100,
NASA Television Documentaries,2015,25 min,1 Seasons,Outra,,,13/100,
Dates (US),2015,,,Outra,,,13/100,
Politicking with Larry King,2013,,,Outra,,,13/100,
Especiales de Historia de México,2012,,,Outra,,,13/100,
It's Alive with Brad,2018,,,Outra,,,13/100,
Obsessed (WIRED),2017,,,Outra,,,13/100,
Secrets of Your Mind,2010,,,Outra,,,13/100,
Secret Talent Theatre,2016,,,Outra,,,13/100,
The Bravest Knight Who Ever Lived,2014,8 min,,Outra,,,13/100,
Puertas al Mas Alla,2012,44 min,2 Seasons,Outra,,,13/100,
Out of Office with Brent Rose,2015,,1 Seasons,Outra,,,13/100,
Things I Do,2015,42 min,1 Seasons,Outra,,,13/100,
El Negocio,2014,,,Outra,,,13/100,
Pop Trigger,2012,,,Outra,,5.7/10,13/100,
Pégate a Mick,2014,,3 Seasons,Outra,,,13/100,
Bioterrorism: The Truth,2016,,,Outra,,,13/100,
Get Sweaty,2016,,,Outra,,,13/100,
Entre Caníbales,2015,,,Outra,,,13/100,
Fantasy Forecast,2016,4 min,1 Seasons,Outra,,,13/100,
Heart of a Champion,2016,,,Outra,,,13/100,
Raw. Vegan. Not Gross.,2013,,,Outra,,,13/100,
ABC News | Garage Geniuses,2016,,,Outra,,,10/100,
Jenni Rivera La Vida de Una Diva,2013,,,Outra,,,10/100,
UFC Presents,2013,42 min,1 Seasons,Outra,,,10/100,"UFC Presents takes you on an in-depth look at the history and stories around the fighters in the world's fastest growing sport in the world. These special features cover the super stars themselves: where they come from, how they arrived at the UFC, and the mark they've left on the mixed martial arts world."
Earth From Above,2011,,,Outra,,,10/100,
Strait Talk with Matt & LZ,2016,60 min,,Outra,,,10/100,
Epic Conversations,2016,,,Outra,,,10/100,
ESL Bootcamp: Immortals,2017,,1 Seasons,Outra,,,10/100,
Twitter Tech Support,2017,,,Outra,,,10/100,
On Stage,2017,,,Outra,,,10/100,
Gen H,2012,44 min,1 Seasons,Outra,,,10/100,
Because of an Earlier Incident,2012,45 min,,Outra,,3.6/10,10/100,
Andy Explores,2019,,,Outra,,,10/100,
Laughs,2015,30 min,3 Seasons,Outra,,8.2/10,10/100,
Technique Critique,2016,,,Outra,,,10/100,
Time for Bed with Punam Patel,2017,56 min,1 Seasons,Outra,,,10/100,
A Woman's Job,2017,5 min,1 Seasons,Outra,,,10/100,
Hello World,2016,,1 Seasons,Outra,,7.8/10,10/100,"Hello World invites the viewer to come on a journey. It's a journey that stretches across the globe to find the inventors, scientists and technologists shaping our future. Each episode explores a different country and uncovers the ways in which the local culture and surroundings have influenced their approach to technology."
Modern Baby,2019,,,Outra,,,10/100,
Tiny Nuts,2014,,1 Seasons,Outra,,5.8/10,10/100,
Newsy,2016,,,Outra,,,10/100,
"Build Small, Live Anywhere",2015,,1 Seasons,Outra,,,10/100,
Going Si-ral,2016,,1 Seasons,Outra,,5.9/10,10/100,"A&E's new clip show Going Si-ral is hosted by everyone's favorite uncle, Si Robertson, and his charming ""Si-Kick,"" Willie Robertson. Don't miss the eclectic Si and Willie as they offer their unique perspective on the best the Internet has to offer. Get ready for games, original segments, and visits from some of your favorite Duck Dynasty stars-these guys are ""Going Si-ral!"" (376 characters)"
ABC News | Features,2016,,,Outra,,,10/100,
The Boys,2019,60 min,3 Seasons,Outra,18+,8.7/10,93/100,"The Boys is set in a universe in which superpowered people are recognized as heroes by the general public and owned by a powerful corporation, Vought International, which ensures that they are aggressively marketed and monetized. Outside of their heroic personas, most are arrogant and corrupt. The series primarily focuses on two groups: the titular Boys, vigilantes looking to keep the corrupted heroes under control, and the Seven, Vought International's premier superhero team. The Boys are led by Billy Butcher, who despises all superpowered people, and the Seven are led by the egotistical and unstable Homelander. As a conflict ensues between the two groups, the series also follows the new members of each team: Hugh ""Hughie"" Campbell of the Boys, who joins the vigilantes after his girlfriend is killed in a high-speed collision by the Seven's A-Train, and Annie January/Starlight of the Seven, a young and hopeful heroine forced to face the truth about the heroes she admires."
Dexter,2006,53 min,8 Seasons,Outra,18+,8.6/10,92/100,"He's smart, he's good looking, and he's got a great sense of humor. He's Dexter Morgan, everyone's favorite serial killer. As a Miami forensics expert, he spends his days solving crimes, and nights committing them. But Dexter lives by a strict code of honor that is both his saving grace and lifelong burden. Torn between his deadly compulsion and his desire for true happiness, Dexter is a man in profound conflict with the world and himself. Golden Globe winner Michael C. Hall stars in the hit SHOWTIME Original Series."
House,2004,44 min,8 Seasons,Outra,16+,8.7/10,92/100,"The series follows the life of anti-social, pain killer addict, witty and arrogant medical doctor Gregory House (Hugh Laurie) with only half a muscle in his right leg. He and his team of medical doctors try to cure complex and rare diseases from very ill ordinary people in the United States of America."
Mr. Robot,2015,49 min,4 Seasons,Outra,18+,8.5/10,91/100,"Elliot is a brilliant introverted young programmer who works as a cyber-security engineer by day and vigilante hacker by night. He also happens to be suffering from a strange condition similar to schizophrenia which he futilely tries to keep under control by regularly taking both legal and illegal drugs and visiting his therapist. When a strange feisty young woman named Darlene and a secretive middle-aged man calling himself Mr. Robot, who claims to be the mysterious leader of an underground hacking group known as F-Society, offer Elliot a chance to take his vigilantism to the next level and help them take down E-Corp, the corrupt multi-national financial company that Elliot works for and likes to call Evil Corp, Elliot finds himself at the crossroads. Mr. Robot, who has personal reasons for wanting to take down E-Corp, also reveals that he already has one ally, an even more mysterious, secretive and highly dangerous shadowy hacking group known only as Dark Army. Meanwhile, Elliot's childhood and only friend, Angela, who blames E-Corp for the death of their parents, tries to take down E-Corp legally by joining their ranks and trying to dig up evidence of their corruption from the inside. A wild card in this scheme becomes Tyrell Wellick, an unhinged psychopathic E-Corp yuppie, originally from Scandinavia, who has a very unusual relationship with his dominant and ambitious wife Joanna. After many twists and turns, Mr. Robot's plan is finally put in motion - with catastrophic (un)intended results. But that's just the end of the beginning of the real story."
The Expanse,2015,60 min,6 Seasons,Outra,16+,8.5/10,90/100,"Two hundred years from now, the solar system's been colonized, and police detective, Josephus Miller's given the assignment of finding a missing woman. Meanwhile, an officer of an ice freighter sees what appears to be an unprovoked attack upon the ship, by a craft from Mars. As news of the attack spreads, the incident's repercussions threaten to destabilize an already tenuous relations between Earth, Mars and the asteroid belt."
Bosch,2015,51 min,7 Seasons,Outra,18+,8.4/10,88/100,"Harry Bosch is an irreverent homicide detective in Los Angeles. Like any good protagonist he has problems with authority, follows his gut and bends a few rules while achieving the best solved case rate in all of California. Whatever situations the writers put him into he will undoubtedly be entertaining as he pursues justice."
Invincible,2021,105 min,3 Seasons,Disney +,18+,8.7/10,88/100,"Based on the story of Vince Papale, a 30-year-old bartender from South Philadelphia who overcame long odds to play for the NFL's Philadelphia Eagles in 1976."
Fleabag,2016,27 min,2 Seasons,Outra,18+,8.7/10,88/100,"A dry-witted woman, known only as Fleabag, has no filter as she navigates life and love in London while trying to cope with tragedy. The angry, grief-riddled woman tries to heal while rejecting anyone who tries to help her, but Fleabag continues to keep up her bravado through it all. Comic actress Phoebe Waller-Bridge stars as the titular character on the series, which is based on Waller-Bridge's 2013 one-woman show of the same name."
The Americans,2013,44 min,6 Seasons,Outra,18+,8.4/10,87/100,"A pair of deep-cover Soviet spies masquerades as a typical DC couple whose children, neighbors, coworkers & friends are completely unaware of their activities. At home, they're the stereotypical parents of stereotypical kids; at work, they pose as travel agents; but at night, they weave a web of confidants, lovers, dupes, and historical figures from the Reagan-era Cold War. The startlingly realistic plot twists force the viewer to consider the real cost of an undeclared war, what it takes to protect one's beliefs, if it's worth it, and if it actually worked for either side."
Billions,2016,60 min,6 Seasons,Outra,18+,8.4/10,87/100,"Billions is a complex drama about power politics in the world of New York high finance. Shrewd, savvy U.S. Attorney Chuck Rhoades and the brilliant, ambitious hedge fund king Bobby ""Axe"" Axelrod are on an explosive collision course, with each using all of his considerable smarts, power and influence to outmaneuver the other. The stakes are in the billions in this timely, provocative series."
The Marvelous Mrs. Maisel,2017,57 min,4 Seasons,Outra,18+,8.7/10,86/100,"Set in 1950s Manhattan, The Marvelous Mrs. Maisel is a 60-minute dramedy that centers on Miriam ""Midge"" Maisel, a sunny, energetic, sharp, Jewish girl who had her life mapped out: go to college, find a husband, have kids, and throw the best Yom Kippur break-fasts in town. Soon enough, she finds herself exactly where she had hoped to be, living happily with her husband and two children in the Upper West Side. A woman of her time, Midge is a cheerleader wife to a man who dreams of a stand-up comedy career, but her perfect life is upended when her husband suddenly leaves her for another woman. Utterly unprepared, Midge is left with no choice but to reevaluate her life. When she accidentally stumbles onto the stage at a nightclub, she discovers her own comedic skills and decides to use this newfound talent to help her reinvent her life. The series follows the trajectory of Midge's journey as she pursues a career in the male-dominated, stand-up comedy profession, and transforms from uptown society matron to East Village club performer."
Psych,2006,44 min,8 Seasons,Outra,7+,8.3/10,86/100,"Think you are psychic? Shawn Spencer (James Roday) makes his living pretending to be. Shawn and his best friend Burton ""Gus"" Gu ster (Dulé Hill) own a business called ""Psych"". They are able to stay in business only because of the cases they work with the Santa Barbara Police Department as psychics. Shawn and Gus go through many ups and downs trying to keep the ruse up. Can they pretend forever? Or is the world they built going to come crumbling down?"
The Night Manager,2016,358 min,1 Seasons,Outra,16+,8.1/10,86/100,"An Englishman, Jonathan Pine (played by Tom Hiddleston), is working as the night manager of a Cairo hotel. He gets involved with a local woman who is the girlfriend of a local gangster. Through her relationship with the gangster she has acquired information linking illegal international arms sales with Richard Roper (Hugh Laurie), an English billionaire. She is soon found dead, murdered due to her having this information. Fearing for his own life, Pine flees, ending up working at a remote hotel in Switzerland. Four years pass, and then Roper visits the Swiss hotel. This rekindles Pines thirst for revenge, and he is enlisted by British Intelligence to spy on Roper. What follows is a very dangerous game of intrigue and deception."
Unforgotten,2018,48 min,,Outra,18+,8.3/10,85/100,"Filmmaker Darrin Dick, goes on a discovery to uncover the story of his veteran grandfather, Harold Bauer. During an interview with his grandson and trip to the Korean War Memorial in DC, Harold opens up about his faith, family and memories from the ""almost"" Forgotten Korean War that he's never told anybody before."
Orphan Black,2013,44 min,5 Seasons,Outra,18+,8.3/10,85/100,"SPOILER: Orphan Black follows outsider, orphan and street-wise chameleon Sarah. After witnessing a woman's suicide, Sarah assumes the stranger's identity - who happens to look just like her. Expecting to solve all her problems by cleaning out the dead woman's savings, Sarah is instead thrust headlong into a kaleidoscopic mystery as she realizes the dizzying truth - she and the dead woman are clones. As Sarah searches for answers, she discovers the chilling fact that there are more people like her out there - genetically identical individuals who were planted in unsuspecting birth parents and nurtured in completely different circumstances. With no idea who created the clones, she'll need to discover the reason in a hurry as an assassin is killing them one by one."
Chuck,2007,43 min,5 Seasons,Outra,16+,8.2/10,85/100,"Since geeky Chuck accidentally became the mental host of the Intersect, an unprecedentedly powerful computer mind containing all information available to the US government, he's a primordial national security asset and risk. So CIA and NSA each appoint a top agent to guard Chuck, and often get involved with him in spy adventures. Meanwhile his identity must be kept secret from Chuck's sister, her perfect partner Devon, both surgeons, and Chuck's goofy colleagues in Buy More, the Burbank electronics store where he works as a cover."
The Fall,2013,60 min,3 Seasons,Outra,18+,8.1/10,85/100,A psychological thriller that examines the lives of two hunters. One is a serial killer who stalks his victims in and around Belfast and the other is a talented Detective Superintendent from the MET who is brought in to catch him.
Tom Clancy's Jack Ryan,2018,60 min,4 Seasons,Outra,18+,8.1/10,84/100,"When CIA analyst Jack Ryan stumbles upon a suspicious series of bank transfers his search for answers pulls him from the safety of his desk job and catapults him into a deadly game of cat and mouse throughout Europe and the Middle East, with a rising terrorist figurehead preparing for a massive attack against the US and her allies."
The Pacific,2010,530 min,1 Seasons,Outra,18+,8.3/10,83/100,"The Pacific follows the lives of a U.S Marine Corps squad during the campaign within the Pacific against the Japanese Empire during WW2. Made by the creators of Band of Brothers, it follows a similar line of thought to outline the hardships of the common man during war. The Pacific is in parts a fast paced war series that can be enjoyed by action lovers whilst containing a more sensitive side when projecting the relationships (brotherhood) of Marines on the battlefield. Where The Pacific takes a new direction from its ""older brother"" is in its depiction of the lives of soldiers who were picked to return home to increase the sales of war bonds. In doing this it also depicts the life cycle of returned soldiers from initial joy to the eventual feeling of regret and to a certain extent shame felt by soldiers wanting to return to the war in service of either their comrades or nation."
Good Omens,2019,328 min,2 Seasons,Outra,18+,8.1/10,83/100,
The Man in the High Castle,2015,60 min,4 Seasons,Outra,18+,8.0/10,83/100,"What would it be like if the Allied Powers had lost WWII, and Japan and Germany ruled the United States?"
Grimm,2011,45 min,6 Seasons,Outra,16+,7.8/10,83/100,"Portland detective, Nick Burkhardt, has seen some gruesome crime scenes, but nothing prepares him for the strange visions he begins seeing: seemingly regular people momentarily transforming into hideous monsters. A visit from his only living relative reveals the truth. Nick has inherited the ability to see supernatural creatures, and as a ""Grimm,"" he is tasked with keeping the balance between mankind and the mythological. A reformed ""Big Bad Wolf"" becomes his greatest (and also reluctant) ally and confidant. It's not long before his work as a policeman leads Nick to the criminals he once thought were only found in fairy tales."
The Family Man,2019,45 min,2 Seasons,Outra,16+,8.8/10,83/100,"The Family Man is an edgy action-drama series, which tells the story of a middle-class man who works for a special cell of the National Investigation Agency. While he tries to protect the nation from terrorists, he also has to protect his family from the impact of his secretive, high-pressure, and low paying job."
Upload,2020,296 min,2 Seasons,Outra,18+,8.0/10,82/100,
Counterpart,2017,60 min,2 Seasons,Outra,18+,8.1/10,82/100,"Counterpart is about a mysterious world hidden beneath the surface of our everyday existence. Howard Silk is a lowly cog in the bureaucratic machinery of a Berlin-based United Nations spy agency. When Howard discovers that his organization safeguards the secret of a crossing into a parallel dimension, he is thrust into a shadow world of intrigue, danger, and double cross - where the only man he can trust is his near-identical counterpart from this parallel world. The show explores themes of identity, fate and lost love, posing the eternal question, ""what if our lives could have been different?"""
Monk,2002,44 min,8 Seasons,Outra,16+,8.0/10,81/100,"After the unsolved murder of his wife, Trudy, Adrian Monk develops obsessive-compulsive disorder, which includes his terror of germs and contamination. His condition costs him his job as a prominent homicide detective in the San Francisco Police Department, but he continues to solve crimes with the help of his assistant and his former boss."
The Grand Tour,2016,60 min,4 Seasons,Outra,16+,8.7/10,81/100,
Black Books,2000,25 min,3 Seasons,Outra,7+,8.5/10,81/100,"Bernard Black runs his own bookshop even though he doesn't much like people who buy books and hates having customers. Next door to Bernard's shop is the Nifty Gifty gift shop run by Fran, probably Bernard's only friend in the world. When Bernard's accountant goes on the run Bernard employs stress victim, Manny to help in his shop. This leads to a series of surreal adventures around the shop."
Californication,2007,28 min,7 Seasons,Outra,18+,8.3/10,81/100,"Hank Moody- a self loathing, narcissistic author struggles to overcome writer's block while balancing his occasional drug use, alcoholism, and borderline sex addiction all the while trying to get back together with his girlfriend and raise his teenage daughter."
Eureka,2006,60 min,5 Seasons,Outra,16+,7.9/10,81/100,"With the help of Albert Einstein and other trusted advisors, President Harry S. Truman commissioned a top-secret residential development in a remote area of the Pacific Northwest, one that would serve to protect and nurture America's most valuable intellectual resources. There our nation's greatest thinkers, the über-geniuses working on the next era of scientific achievement, would be able to live and work in a supportive environment. The best architects and planners were commissioned to design a welcoming place for these superlative geniuses to reside, an area that would offer the best education for their children, the best healthcare, the best amenities and quality of life. A community was created to rival the most idyllic of America's small towns - with one major difference: this town would never appear on any maps. At least, none that haven't been classified ""eyes only"" by the Pentagon."
Animal Kingdom,2016,60 min,6 Seasons,Outra,18+,8.2/10,80/100,"The series centers on 17-year-old Joshua ""J"" Cody, who moves in with his freewheeling relatives in their Southern California beach town after his mother dies of a heroin overdose. Headed by boot-tough matriarch Janine ""Smurf"" Cody and her right-hand Baz, who runs the business and calls the shots, the clan also consists of Pope, the oldest and most dangerous of the Cody boys; Craig, the tough and fearless middle son; and Deran, the troubled, suspicious ""baby"" of the family."
Humans,2015,42 min,3 Seasons,Outra,16+,8.0/10,80/100,"Humans is set in a parallel present where the latest must-have gadget for any busy family is a Synth - a highly-developed robotic servant eerily similar to its live counterpart. In the hope of transforming the way they live, one strained suburban family purchases a refurbished synth only to discover that sharing life with a machine has far-reaching and chilling consequences."
Endeavour,2013,89 min,8 Seasons,Outra,16+,8.6/10,80/100,"Series 1 follows the early police career of young Endeavour Morse, who upon leaving his Oxford College without a degree, spending time in the Royal Signal Corps., and eventually joining the Oxfordshire Police, is transferred to CID, attaining the rank of Detective Constable. Originally starting out his career at Carshall-Newtown Police, Morse transfers to the Oxford City Police in 1965 following a murder investigation during the pilot episode. While with the Oxford City Police, Morse is taken under the wing of veteran Detective Inspector Fred Thursday. Inspector Thursday names Morse his designated ""bag man"" and shows him the ropes as Morse begins to solve a string of complex murders, much to the envy and annoyance of some of his superiors, particularly Detective Sergeant Jakes and Chief Superintendent Bright. Thursday and Morse's fellow officer, Police Constable Strange, try to steer the young Endeavour into taking his Sergeant's exam, so that he may be relieved of ""General Duties"" and become Thursday's official ""bag man"" with the appropriate rank and title."
Alias,2001,42 min,5 Seasons,Outra,16+,7.6/10,80/100,"Sydney Bristow (Jennifer Garner) is a young, athletic, college graduate who was recruited her freshman year as a Secret Agent for SD-6, a top-secret branch of the C.I.A. After a few years, after Sydney confides her lifestyle to her boyfriend, the evil head of SD-6, Arvin Sloane (Ron Rifkin), has him killed. Sydney learns that SD-6 is part of a rogue international agency called the Alliance of 12, out to rule the world. She becomes a double agent, working with the real C.I.A. to bring down SD-6 with the assistance of her handler, Michael Vaughn (Michael Vartan), and her estranged father Jack Bristow (Victor Garber), also a double agent. Along the way, Sydney fights various rival agents, rival terrorist groups, and traitors all the while keeping her cloak-and-dagger lifestyle a secret from her friends (season one)."
The Missing,2014,60 min,2 Seasons,Outra,18+,8.2/10,80/100,"""The Missing"" follows Tony, played by James Nesbitt, as a man devastated by the abduction of his young son, Oliver, during a family vacation in France. He becomes a man obsessed, unable to accept that his child may be dead and spends years searching for him. Tony's exhaustive search fractures his marriage to Emily, played by Frances O' Connor and threatens to destroy his life. Tcheky Karyo plays Julien, the French police detective who launched the initial search for the child. Even though he is retired in present day, he too cannot shake the small belief that the child may still be alive. Told using a fascinating narrative puzzle, ""The Missing"" explores the impact of a child's abduction, the emotional cost of obsession, hope and finding when to let go. This gripping thriller is told simultaneously over multiple time frames and set in France and London."
Sneaky Pete,2015,60 min,3 Seasons,Outra,18+,8.1/10,79/100,"A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate, Pete, reuniting with his estranged family, that threatens to drag him into a world just as dangerous as the one he's escaping."
Father Ted,1995,25 min,3 Seasons,Outra,16+,8.6/10,79/100,"Have mercy on poor Father Ted Crilly. He has so much to contend with when it comes to dealing with the folks of Craggy Island, Ireland. There's Father Dougal McGuire, who is as dimwitted as they come; and then there is Father Jack Hackett who lives for the simple pleasures of life (sleeping, drinking, and swearing). Ted tries to bring stability to his congregation as well as the surreal townspeople of Craggy Island."
The Mentalist,2008,43 min,7 Seasons,Outra,16+,8.1/10,79/100,"Patrick Jane is a crime consultant with the California Bureau of Investigation. He has a particular gift for astute observation and reading people, honed through years of being a faux psychic. His gift makes him brilliant at solving murders, which is why the CBI have him around. However, his motive for taking on the role is purely one of revenge: find and kill the man who killed his wife and daughter - Red John."
The Thick of It,2005,29 min,4 Seasons,Outra,18+,8.7/10,79/100,
The Lost Room,2006,270 min,1 Seasons,Outra,7+,8.2/10,79/100,"Detective Joe Miller comes into possession of a seemingly innocuous motel room key while working on a murder case. The key can open every door and take him into a motel room that seems to exist outside of normal time and space. However, if he leaves something in the motel room that did not originally come from there, it will be gone as soon as the room ""resets""... He discovers that there are special objects hidden in different places. They don't look special, but they have special powers. When his daughter disappears and he is framed for killing his partner, he must find a way to bring her back from the room, while working with different groups and people searching for the objects. But who can he really trust when everyone goes crazy after touching the objects..."
River,2015,60 min,1 Seasons,Outra,7+,8.0/10,79/100,"A hardened, yet psychologically vulnerable, Swedish-born police detective in London struggles to deal with having witnessed the murder of his detective partner. He must come to terms with the loss whilst investigating her murder, helped (and sometimes hindered) by what he calls 'manifests' - the ghosts of both victims and criminals, including the shade of his partner."
The Affair,2014,60 min,5 Seasons,Outra,18+,7.9/10,78/100,"At once deeply observed and intriguingly elusive, The Affair explores the emotional effects of an extramarital relationship. Noah is a New York City schoolteacher and budding novelist with a wife of twenty years and four children. Alison is a young waitress and wife from Montauk at the end of Long Island, trying to piece her life back together in the wake of a tragedy. The provocative drama unfolds separately from multiple perspectives, using the distinct memory biases of each character to tell the story. Created by Sarah Treem."
Undone,2019,23 min,2 Seasons,Outra,18+,8.2/10,78/100,
Poldark,2015,60 min,5 Seasons,Outra,16+,8.3/10,78/100,"Ross Poldark returns to England after fighting in the American Revolution. His family and friends thought he was dead. The woman he hoped to marry is now engaged to his cousin. His father is dead, and the property he has inherited has been allowed to deteriorate. It is the late 1700s in Cornwall, England. This is a family drama, but is also about the challenges and conflicts between the rich and the poor. It is a time when fishermen are not catching much fish, tin and copper mines are closing down because prices are too low, but the price of food and rents are high. Ross faces the challenge of making his land productive, caring for the tenants who rely on him, and trying to win back the woman he loved - or finding a reason to live without her."
Carnival Row,2019,56 min,2 Seasons,Outra,18+,7.9/10,78/100,"Orlando Bloom and Cara Delevingne star in ""Carnival Row,"" a Victorian fantasy world filled with mythological immigrant creatures whose rich homelands were invaded by the empires of man. This growing immigrant population struggles to coexist with humans in the grimiest section of the city -- forbidden to live, love, or fly with freedom. But even in darkness, hope lives, as a human detective, Rycroft Philostrate, and a refugee faerie named Vignette Stonemoss rekindle a dangerous affair despite an increasingly intolerant society. Vignette harbors a secret that endangers Philo's standing during his most important case yet: a string of gruesome murders threatening the uneasy peace of the Row. As Philo investigates, he reveals a monster no one could imagine."
Wayne,2019,30 min,1 Seasons,Outra,18+,8.4/10,78/100,"From the writers of Deadpool comes the story of 16 year old Wayne. He's a second generation, socially awkward, bully of bullies, with a heart of gold. He decides to take an unplanned road trip to Florida with his new friend Del, to get back his father's Trans Am, that his mother stole when she left them. With limited resources and nothing but the name of the city he thinks the car is in, he and Del face hilarious and heartfelt situations on their travels together down the Eastern seaboard."
Farscape,1999,50 min,4 Seasons,Outra,16+,8.2/10,78/100,"Astronaut John Crichton, on an experimental space mission, is accidentally hurled across the universe into the midst of an intergalactic conflict. Trapped among alien creatures wielding deadly technology and hunted by a merciless military race, Crichton is on an epic odyssey more spectacular than anything he has ever imagined."
Victoria,2016,60 min,3 Seasons,Outra,16+,8.2/10,78/100,
Goliath,2016,60 min,4 Seasons,Outra,16+,8.1/10,77/100,"Billy Mcbride is going through a rough patch. He has been fired from the law firm he helped build, his wife has left him, and he's now a down on his luck ambulance chaser. A lady (Patty) approaches him to represent her in a wrongful death case. After reluctantly accepting to take on the case, a series of strange events befall Billy. Through death threats, harassment, and trumped up arrests, Billy embarks on obtaining justice, and it is one hell of a ride. Additional unique cases eventually come Billy and Patty's way, making the ride even more entertaining."
Catastrophe,2015,24 min,4 Seasons,Outra,18+,8.2/10,77/100,
Hanna,2019,60 min,3 Seasons,Outra,18+,7.5/10,77/100,
SpongeBob SquarePants,1999,23 min,13 Seasons,Outra,7+,8.2/10,77/100,"The character-driven cartoon chronicles the nautical and often nonsensical adventures of SpongeBob, an incurably optimistic and earnest sea sponge, and his underwater friends. Dwelling a few fathoms beneath the tropical isle of Bikini Atoll in the sub-surface city of Bikini Bottom, SpongeBob lives in a two-story pineapple. Instead of taking the logical approach to everyday challenges, SpongeBob approaches life in a wayward and unconventional way. Whether searching for the ultimate spatula to perfect his burger flipping technique at the Krusty Krab or just hanging out with his best friend Patrick (an amiable starfish), SpongeBob's good intentions and overzealous approach to life usually create chaos in his underwater world."
Extras,2005,30 min,2 Seasons,Outra,18+,8.3/10,77/100,
Two and a Half Men,2003,22 min,12 Seasons,Outra,16+,7.0/10,77/100,"The Harper brothers Charlie and Alan are almost opposites but form a great team. They have little in common except their dislike for their mundane, maternally cold and domineering mother, Evelyn. Alan, a compulsively neat chiropractor and control-freak, is thrown out by his manipulative wife Judith who nevertheless gets him to pay for everything and do most jobs in the house. Charlie is a freelance jingle composer and irresistible Cassanova who lives in a luxurious beach-house and rarely gets up before noon. Charlie ""temporarily"" allows Alan and his son Jake, a food-obsessed, lazy kid who shuttles between his parents, to move in with them after Alan's separation/divorce. The sitcom revolves around their conflicting lifestyles, raising Jake (who has the efficient, caring dad while having a ball with his fun-loving sugar uncle who teaches him boyish things), and bantering with Evelyn and various other friends and family. Other fairly regular characters include Charlie's cleaning lady Berta and his rich, self-confessed stalker neighbor Rose who often sneaks in to spy on Charlie."
Escape at Dannemora,2018,440 min,1 Seasons,Outra,18+,8.0/10,77/100,
Patriot,2015,58 min,2 Seasons,Outra,18+,8.3/10,77/100,"John Tavner doesn't really fit in with his quirky colleagues at the industrial piping corporation where he works. They don't really know much about him, but what they don't realize is that his life has been anything but mundane. To prevent Iran from going nuclear, he has assumed a fake persona as an average businessman when in reality he is actually a highly skilled intelligence officer, who took the piping job because of the routine business trips to Luxembourg, and because the job is secluded and too dull to be noticed. Unfortunately for him a European cop is at his heels trying to discover who he is, his incessantly grim and nervous coworker Mr. Icabod has figured out that he isn't who he says, and Steven, a chubby employee with a recent brain injury, is starting to remember a horrible act which John may have inflicted."
Modern Love,2019,32 min,2 Seasons,Outra,18+,8.0/10,76/100,"An unlikely friendship. A lost love resurfaced. A marriage at its turning point. A date that might not have been a date. An unconventional new family. These are unique stories about the joys and tribulations of love, each inspired by a real-life personal essay from the beloved New York Times column ""Modern Love."""
